>CCDC6_ENST00000263102.6,chr10:61548521-61666414
12,71965294,71965359
13,71966630,71966701
14,71971705,71971776
15,71972584,71972709
16,71974058,71974203
17,71976236,71976319
18,71977427,71980090

>KRAS_ENST00000311936.3,chr12:25357723-25403870
1,25403685,25403865
2,25398208,25398329
3,25380168,25380346
4,25378548,25378707
5,25357723,25362845

>ZNF444_ENST00000337080.3,chr19:56643968-56672262
1,56652556,56652726
2,56657616,56657789
3,56658259,56658577
4,56669863,56669971
5,56670993,56672261

>RSPO3_ENST00000485757.1,chr6:127439749-127518910
1,127440972,127441113
2,127469793,127469984
3,127471571,127471717
4,127476386,127476430

>RSPO2_ENST00000276659.5,chr8:108911544-109095913
1,109095425,109095876
2,109094773,109095035
3,109001284,109001472
4,108972902,108973045
5,108970308,108970496
6,108911545,108913418

>TACC3_ENST00000313288.4,chr4:1723227-1746898
1,1723266,1723370
2,1725148,1725310
3,1725455,1725597
4,1729435,1730514
5,1732614,1732689
6,1732899,1733028
7,1737000,1737052
8,1737458,1737561
9,1738968,1739055
10,1739325,1739429
11,1741429,1741505
12,1741686,1741729
13,1742553,1742713
14,1746245,1746351
15,1746439,1746559
16,1746675,1746898

>BAIAP2L1_ENST00000005260.8,chr7:97920963-98030380
1,98030114,98030380
2,97991669,97991744
3,97984354,97984440
4,97949549,97949610
5,97949370,97949441
6,97946531,97946668
7,97944772,97944924
8,97941409,97941576
9,97939757,97939904
10,97937001,97937208
11,97935751,97935828
12,97933508,97933688
13,97923386,97923423
14,97920963,97922908

>TACC1_ENST00000317827.4,chr8:38585704-38710546
1,38644722,38645261
2,38646222,38646337
3,38677040,38678153
4,38682826,38682886
5,38684686,38684893
6,38688643,38688695
7,38693680,38693805
8,38695988,38696064
9,38697742,38697785
10,38699805,38699965
11,38700807,38700913
12,38704217,38704337
13,38705473,38710546

>DUX4_ENST00000605758.1,chr4:191005267-191007077
1,191005567,191006043
2,191006986,191007077

>USP6_ENST00000250066.6,chr17:5019733-5078329
1,5031687,5033384
2,5033662,5033734
3,5033897,5033979
4,5035691,5035730
5,5036205,5036285
6,5036738,5036845
7,5037182,5037291
8,5038529,5038577
9,5039103,5039223
10,5039935,5040029
11,5040416,5040481
12,5040946,5041045
13,5041416,5041568
14,5042550,5042969
15,5044720,5044794
16,5045298,5045436
17,5045692,5045797
18,5047985,5048158
19,5048700,5048874
20,5049318,5049469
21,5050378,5050489
22,5051851,5052062
23,5058717,5058901
24,5064823,5064909
25,5066179,5066299
26,5071227,5071418
27,5072062,5072350
28,5073774,5074210
29,5074882,5074974
30,5076100,5078329

>CDX1_ENST00000231656.8,chr5:149546358-149564120
1,149546358,149546884
2,149562331,149562476
3,149563037,149564120

>NTRK2_ENST00000323115.4,chr9:87285663-87638505
1,87285663,87285875
2,87317073,87317148
3,87317262,87317334
4,87322758,87322827
5,87325551,87325706
6,87338487,87338624
7,87339138,87339271
8,87342568,87342874
9,87356806,87356842
10,87359887,87359988
11,87366900,87367000
12,87425456,87425494
13,87475954,87476002
14,87482157,87482346
15,87486703,87486732
16,87549076,87549207
17,87563376,87563549
18,87570197,87570516
19,87635120,87635279
20,87636166,87636352



>PHF1_ENST00000374512.3,chr6:33378176-33384230
1,33378738,33378992
2,33380025,33380199
3,33380285,33380366
4,33380475,33380570
5,33380973,33381073
6,33381186,33381334
7,33381513,33381608
8,33381818,33381886
9,33382020,33382143
10,33382254,33382321
11,33382502,33382606
12,33382743,33382921
13,33383367,33383447
14,33383587,33384230

>CXorf67_ENST00000342995.2,chrX:51149767-51151687
1,51149767,51151687

>BCOR_ENST00000413905.1,chrX:39909068-40036582
1,39923589,39923802
2,39922861,39923103
3,39921999,39922324
4,39921392,39921646
5,39916408,39916574
6,39914621,39914766
7,39913509,39913586
8,39913139,39913295
9,39911472,39911653
10,39909068,39909244

>WDFY2_ENST00000298125.5,chr13:52158644-52336171
1,52158644,52158960
2,52234732,52234799
3,52249306,52249379
4,52277732,52277786
5,52293334,52293484
6,52301814,52301926
7,52313185,52313311
8,52325446,52325551
9,52329494,52329595
10,52330468,52330598
11,52332328,52332436
12,52333876,52336171

>NRG1_ENST00000520407.1,chr8:31496902-32622548
1,31497271,31498245
2,32453346,32453523
3,32463080,32463201
4,32585467,32585596
5,32600193,32600742

>FOXO4_ENST00000374259.3,chrX:70316047-70323385
1,70316047,70316831
2,70320534,70321590
3,70321927,70323385

>PRKACA_ENST00000308677.4,chr19:14202500-14228896
1,14228314,14228556
2,14218160,14218221
3,14217572,14217700
4,14213628,14213726
5,14211638,14211720
6,14208576,14208702
7,14208391,14208486
8,14208173,14208295
9,14204440,14204604
10,14202500,14204049

>AFF3_ENST00000409236.2,chr2:100162323-100759201
1,100721130,100721178
2,100720864,100720980
3,100625274,100625394
4,100623610,100623922
5,100623094,100623479
6,100453939,100453986
7,100368683,100368763
8,100360566,100360602
9,100343539,100343590
10,100289000,100289051
11,100266088,100266128
12,100217897,100218083
13,100209657,100210751
14,100203616,100203740
15,100199260,100199461
16,100194789,100194913
17,100185314,100185377
18,100181949,100182085
19,100176827,100176898
20,100175337,100175430
21,100171145,100171194
22,100170773,100170996
23,100162323,100168057

>FOXO3_ENST00000343882.6,chr6:108881038-109005977
1,108881038,108881218
2,108882289,108883032
3,108984658,108986092
4,109001030,109005977

>MLLT4_ENST00000366809.2,chr6:168227602-168372703
1,168227813,168227917
2,168265231,168265426
3,168271066,168271178
4,168272897,168273057
5,168276015,168276175
6,168281040,168281197
7,168289895,168290006
8,168291542,168291709
9,168297558,168297652
10,168298885,168299147
11,168302997,168303066
12,168307851,168307969
13,168311781,168311842
14,168311964,168312169
15,168314848,168314993
16,168315324,168315418
17,168315848,168316113
18,168317769,168317912
19,168319415,168319613
20,168323536,168323639
21,168325685,168325771
22,168343809,168343874
23,168344082,168344155
24,168344621,168344739
25,168347387,168347581
26,168348533,168348624
27,168348973,168349158
28,168351866,168352942

>MLLT10_ENST00000377072.3,chr10:21823094-22032559
1,21823102,21823449
2,21823574,21823733
3,21827762,21827841
4,21875223,21875277
5,21884260,21884369
6,21901277,21901380
7,21903760,21903853
8,21906041,21906136
9,21940602,21940697
10,21959378,21959633
11,21962279,21962848
12,21970261,21970305
13,21971154,21971186
14,21977420,21977467
15,22002701,22002879
16,22015173,22015284
17,22016785,22016857
18,22019829,22019983
19,22021828,22022016
20,22022433,22022521
21,22022697,22023058
22,22024068,22024164
23,22029083,22029165
24,22030868,22032559

>ARHGAP26_ENST00000274498.4,chr5:142149949-142608576
1,142149949,142150480
2,142252965,142253060
3,142254675,142254736
4,142258939,142259010
5,142264863,142264964
6,142273803,142273913
7,142281500,142281604
8,142283105,142283234
9,142287269,142287369
10,142292764,142292858
11,142311612,142311690
12,142393645,142393681
13,142416761,142416826
14,142421381,142421455
15,142434004,142434091
16,142435593,142435651
17,142437207,142437312
18,142500553,142500712
19,142513532,142513670
20,142526796,142526946
21,142586763,142587038
22,142593562,142593653
23,142601923,142606050

>PDS5A_ENST00000303538.8,chr4:39824483-39979576
1,39979077,39979576
2,39978060,39978237
3,39929581,39929784
4,39928395,39928481
5,39927456,39927553
6,39924242,39924368
7,39921939,39922019
8,39918668,39918808
9,39915231,39915346
10,39911864,39911958
11,39910015,39910160
12,39905660,39905811
13,39903967,39904080
14,39902046,39902127
15,39900397,39900445
16,39900009,39900148
17,39891869,39891984
18,39881348,39881453
19,39878613,39878773
20,39875909,39876032
21,39874606,39874764
22,39871014,39871082
23,39868481,39868617
24,39864956,39865079
25,39864489,39864693
26,39863839,39863953
27,39851140,39851272
28,39850471,39850590
29,39847438,39847500
30,39846276,39846421
31,39843568,39843676
32,39839476,39839828
33,39824483,39827108

>SORBS2_ENST00000284776.7,chr4:186506598-186877806
1,186877350,186877522
2,186696381,186696520
3,186599950,186599976
4,186599577,186599701
5,186583258,186583396
6,186578578,186578750
7,186573816,186573882
8,186572938,186572982
9,186570621,186570810
10,186567822,186567936
11,186551703,186551752
12,186547986,186548173
13,186544068,186545648
14,186541217,186541305
15,186539739,186539785
16,186536199,186536313
17,186535985,186536113
18,186532934,186533134
19,186515040,186515089
20,186510833,186510939
21,186506598,186508842

>MLLT11_ENST00000368921.3,chr1:151030234-151040970
1,151030234,151033029
2,151039695,151040970

>NCKIPSD_ENST00000294129.2,chr3:48701364-48723797
1,48723070,48723360
2,48720336,48720445
3,48719781,48719985
4,48719478,48719589
5,48718720,48719213
6,48717492,48717662
7,48717234,48717320
8,48717008,48717146
9,48716810,48716890
10,48716488,48716616
11,48716310,48716402
12,48715997,48716169
13,48711277,48712180

>KIAA1524_ENST00000295746.8,chr3:108268716-108308491
1,108308121,108308299
2,108303912,108304059
3,108301824,108301930
4,108300955,108301049
5,108300262,108300358
6,108298413,108298535
7,108298128,108298273
8,108295118,108295193
9,108288236,108288454
10,108287002,108287161
11,108285344,108285485
12,108284202,108284301
13,108281973,108282091
14,108279496,108279688
15,108278801,108278875
16,108278604,108278714
17,108276065,108276261
18,108273223,108273336
19,108272495,108272577
20,108271081,108271220
21,108268716,108270166

>ABI2_ENST00000295851.5,chr2:204192942-204312446
1,204192942,204193354
2,204231600,204231767
3,204244931,204245107
4,204246912,204246929
5,204255769,204255866
6,204259423,204259569
7,204260379,204260503
8,204261508,204261690
9,204267299,204267457
10,204281631,204281804
11,204291900,204312446

>GMPS_ENST00000496455.2,chr3:155588325-155661815
1,155588325,155588686
2,155611307,155611488
3,155615716,155615830
4,155621652,155621749
5,155623949,155624052
6,155628481,155628674
7,155628903,155629068
8,155632208,155632359
9,155633808,155633981
10,155637022,155637127
11,155639976,155640091
12,155643030,155643155
13,155649554,155649669
14,155652705,155652835
15,155654127,155654299
16,155655380,155661815

>ARHGEF12_ENST00000397843.2,chr11:120207787-120360645
1,120207787,120207984
2,120276827,120276850
3,120278447,120278532
4,120280103,120280159
5,120291462,120291560
6,120292512,120292561
7,120295067,120295124
8,120298778,120298956
9,120300149,120300226
10,120300421,120300540
11,120302480,120302620
12,120308017,120308091
13,120310838,120310930
14,120312416,120312526
15,120312813,120312911
16,120316131,120316173
17,120317112,120317217
18,120317657,120317794
19,120318583,120318615
20,120318943,120319057
21,120319818,120319923
22,120322221,120322433
23,120327827,120327959
24,120328430,120328465
25,120328789,120328943
26,120329883,120330029
27,120331381,120331466
28,120335946,120336071
29,120337903,120338017
30,120339997,120340097
31,120343759,120343836
32,120345269,120345344
33,120346049,120346216
34,120347370,120347457
35,120347928,120348014
36,120348156,120348235
37,120348865,120349098
38,120350669,120351139
39,120351969,120352285
40,120355147,120355216
41,120355776,120360645

>SARNP_ENST00000546604.1,chr12:56146247-56211540
1,56211450,56211508
2,56197413,56197512
3,56194638,56194684
4,56194346,56194413
5,56189809,56189860
6,56188591,56188664
7,56188143,56188171
8,56184351,56184376
9,56182859,56182927
10,56154335,56154424
11,56151167,56151337
12,56146247,56146624

>GPHN_ENST00000543237.1,chr14:66974125-67648520
1,66975222,66975309
2,67147825,67147903
3,67243182,67243239
4,67291192,67291284
5,67309396,67309434
6,67346657,67346751
7,67382720,67382786
8,67389383,67389655
9,67431908,67432042
10,67452399,67452455
11,67462894,67462935
12,67490350,67490392
13,67525366,67525503
14,67555700,67555792
15,67567573,67567628
16,67576857,67576976
17,67578578,67578636
18,67579735,67579888
19,67588973,67589094
20,67610079,67610166
21,67626132,67626205
22,67631879,67631943
23,67635650,67635753
24,67646295,67646391
25,67647521,67647740

>CASC5_ENST00000399668.2,chr15:40886218-40956540
1,40886447,40886590
2,40895113,40895164
3,40897308,40897347
4,40898591,40898650
5,40901045,40901106
6,40902443,40902495
7,40903676,40903709
8,40907539,40907576
9,40911157,40911209
10,40912838,40917838
11,40920268,40920406
12,40920809,40920876
13,40921471,40921569
14,40933110,40933225
15,40937195,40937285
16,40937854,40937970
17,40939185,40939272
18,40942499,40942576
19,40942742,40942781
20,40943669,40943770
21,40944203,40944303
22,40947107,40947175
23,40949240,40949349
24,40949553,40949671
25,40951537,40951659
26,40954272,40954881

>ZFYVE19_ENST00000355341.4,chr15:41099284-41106767
1,41099287,41100066
2,41101317,41101438
3,41101606,41101656
4,41102050,41102168
5,41102269,41102414
6,41102847,41102955
7,41104897,41105100
8,41105536,41105615
9,41105911,41106009
10,41106141,41106268
11,41106346,41106767

>CBL_ENST00000264033.4,chr11:119076752-119178859
1,119076752,119077322
2,119103158,119103405
3,119142445,119142591
4,119144578,119144734
5,119145542,119145663
6,119146707,119146844
7,119148467,119148554
8,119148876,119149007
9,119149220,119149423
10,119155679,119155810
11,119155899,119156276
12,119158562,119158656
13,119167628,119167744
14,119168094,119168191
15,119169068,119169250
16,119170205,119178859

>MLLT6_ENST00000325718.7,chr17:36861795-36886056
1,36861795,36861994
2,36863203,36863282
3,36863739,36863793
4,36864016,36864125
5,36865426,36865529
6,36865735,36865828
7,36868100,36868267
8,36868944,36869042
9,36871865,36872081
10,36872620,36873234
11,36873685,36873866
12,36874098,36874206
13,36875770,36875836
14,36876003,36876148
15,36876625,36876822
16,36876912,36877000
17,36878131,36878480
18,36878931,36879021
19,36880873,36881229
20,36881810,36886056

>MYO1F_ENST00000338257.8,chr19:8585674-8642461
1,8642191,8642461
2,8620543,8620680
3,8619538,8619627
4,8619361,8619455
5,8618234,8618321
6,8618023,8618112
7,8616917,8617048
8,8616624,8616758
9,8615446,8615578
10,8615044,8615240
11,8613121,8613201
12,8612920,8613006
13,8610534,8610620
14,8609181,8609348
15,8606790,8606875
16,8604831,8604912
17,8601833,8601939
18,8601383,8601481
19,8601136,8601280
20,8595343,8595457
21,8595080,8595249
22,8592222,8592367
23,8591673,8591819
24,8591337,8591485
25,8590363,8590446
26,8587518,8587713
27,8587261,8587430
28,8585674,8586488

>EP300_ENST00000263253.7,chr22:41487790-41576081
1,41487790,41489102
2,41513191,41513825
3,41521868,41522044
4,41523491,41523752
5,41525894,41526007
6,41527392,41527637
7,41531817,41531910
8,41533657,41533794
9,41536144,41536261
10,41537052,41537226
11,41542743,41542820
12,41543841,41543950
13,41545042,41545179
14,41545765,41546202
15,41547837,41548016
16,41548210,41548354
17,41550999,41551117
18,41553173,41553412
19,41554416,41554504
20,41556646,41556726
21,41558727,41558783
22,41560057,41560134
23,41562603,41562670
24,41564453,41564603
25,41564725,41564871
26,41565507,41565620
27,41566410,41566575
28,41568503,41568667
29,41569627,41569788
30,41572251,41572532
31,41572777,41576081

>SH3GL1_ENST00000269886.3,chr19:4360367-4400544
1,4400321,4400544
2,4366923,4366991
3,4366498,4366570
4,4365479,4365622
5,4364085,4364218
6,4363717,4363875
7,4363367,4363470
8,4362609,4362733
9,4362326,4362382
10,4360367,4361793

>PICALM_ENST00000526033.1,chr11:85668727-85780924
1,85779693,85780139
2,85742511,85742653
3,85737334,85737409
4,85733410,85733512
5,85725913,85726006
6,85723324,85723435
7,85722073,85722179
8,85718585,85718626
9,85714409,85714494
10,85712078,85712201
11,85711686,85711822
12,85707869,85707972
13,85701293,85701421
14,85694909,85695016
15,85692915,85693046
16,85692788,85692818
17,85692172,85692271
18,85687666,85687725
19,85685751,85685855
20,85668731,85670103

>ELL_ENST00000262809.4,chr19:18553473-18632937
1,18632731,18632937
2,18583645,18583692
3,18576607,18576728
4,18576222,18576385
5,18572388,18572662
6,18569015,18569139
7,18562362,18562458
8,18561287,18561785
9,18557558,18557624
10,18557119,18557290
11,18556034,18556078
12,18553473,18555678

>NRIP3_ENST00000309166.3,chr11:9002123-9025596
1,9025309,9025596
2,9009665,9009829
3,9009095,9009177
4,9007258,9007397
5,9005619,9005671
6,9005422,9005516
7,9002123,9005107

>CASP8AP2_ENST00000419040.2,chr6:90539613-90584155
1,90539619,90539786
2,90556281,90556363
3,90562885,90562953
4,90564536,90564636
5,90565189,90565263
6,90566803,90566918
7,90571845,90572512

>PRRC1_ENST00000296666.8,chr5:126853301-126890781
1,126853301,126853468
2,126859152,126859274
3,126860223,126860612
4,126862310,126862470
5,126865986,126866088
6,126869315,126869478
7,126874732,126874835
8,126883511,126883613
9,126887399,126890781

>EEFSEC_ENST00000254730.6,chr3:127872297-128127485
1,127872297,127872666
2,127965679,127965886
3,127980971,127981067
4,127983460,127983624
5,128060076,128060732
6,128077060,128077216
7,128126912,128127485

>CT45A2_ENST00000370736.3,chrX:134866214-134874614
1,134866214,134866452
2,134869958,134870132
3,134872056,134872304
4,134872684,134872777
5,134873998,134874250

>TAL1_ENST00000371884.2,chr1:47681962-47697892
1,47697329,47697387
2,47694868,47695023
3,47691115,47691561
4,47689676,47689770
5,47681962,47685846

>GLIS2_ENST00000262366.3,chr16:4364762-4389598
1,4364762,4365456
2,4379111,4379170
3,4382216,4382453
4,4383348,4383520
5,4384802,4384978
6,4385061,4385194
7,4385276,4385394
8,4386726,4389598

>KDM5A_ENST00000399788.2,chr12:389295-498620
1,498093,498620
2,495063,495140
3,493197,493319
4,475100,475270
5,472129,472263
6,465598,465703
7,464324,464415
8,463242,463400
9,461371,461490
10,459787,459945
11,443407,443588
12,442653,442815
13,440985,441104
14,438001,438195
15,432766,432947
16,432248,432372
17,431583,431733
18,430161,430275
19,427272,427627
20,422222,422360
21,420051,420230
22,418969,419130
23,416620,417171
24,416112,416255
25,406207,406366
26,404739,404959
27,401925,402335
28,389295,394828

>RHEBL1_ENST00000301068.6,chr12:49458468-49463808
1,49463517,49463808
2,49462818,49462889
3,49460751,49460818
4,49460402,49460484
5,49460259,49460315
6,49460014,49460061
7,49459133,49459214
8,49458468,49458975

>RARA_ENST00000254066.5,chr17:38465444-38513094
1,38465446,38465538
2,38487109,38487648
3,38504568,38504716
4,38506036,38506177
5,38508162,38508322
6,38508583,38508759
7,38510554,38510758
8,38511515,38511673
9,38512261,38513048

>TP63_ENST00000264731.3,chr3:189349205-189615068
1,189349216,189349366
2,189455529,189455657
3,189456431,189456563
4,189526061,189526315
5,189582021,189582207
6,189584471,189584586
7,189585622,189585731
8,189586369,189586505
9,189587113,189587195
10,189590648,189590784
11,189604183,189604340
12,189607129,189607273
13,189608578,189608671
14,189611995,189615068

>SYCP1_ENST00000369522.3,chr1:115397424-115537991
1,115397424,115397639
2,115398062,115398193
3,115399194,115399278
4,115399853,115399896
5,115400065,115400118
6,115401168,115401332
7,115402364,115402431
8,115403357,115403430
9,115417127,115417185
10,115418690,115418759
11,115419358,115419431
12,115420715,115420823
13,115428156,115428250
14,115428746,115428930
15,115430247,115430314
16,115438069,115438130
17,115453018,115453122
18,115454100,115454203
19,115455654,115455771
20,115456596,115456666
21,115466070,115466151
22,115468899,115468961
23,115469122,115469184
24,115486960,115487076
25,115487493,115487603
26,115488910,115489002
27,115489867,115489941
28,115520178,115520237
29,115523957,115524133
30,115527346,115527489
31,115537319,115537408
32,115537503,115537991

>TMCC1_ENST00000393238.3,chr3:129366635-129612419
1,129599152,129599309
2,129551617,129551669
3,129546646,129547351
4,129389173,129390107
5,129373811,129373946
6,129366635,129370638

>MCPH1_ENST00000344683.5,chr8:6264113-6501144
1,6264113,6264210
2,6266800,6266891
3,6272286,6272404
4,6289020,6289107
5,6293569,6293683
6,6296474,6296617
7,6299588,6299677
8,6301914,6303068
9,6312664,6312773
10,6335115,6335152
11,6338235,6338397
12,6357373,6357450
13,6478975,6479212
14,6500515,6501144

>GEMIN2_ENST00000308317.6,chr14:39583427-39606177
1,39583427,39583679
2,39584033,39584117
3,39587203,39587292
4,39587744,39587803
5,39591634,39591747
6,39594196,39594240
7,39597484,39597552
8,39601162,39601272
9,39602865,39602923
10,39605644,39606177

>PTBP3_ENST00000210227.4,chr9:114980715-115095947
1,115095064,115095309
2,115060121,115060196
3,115038124,115038293
4,115030329,115030475
5,115024785,115024879

>FERMT2_ENST00000341590.3,chr14:53323986-53419153
1,53417639,53417815
2,53417130,53417295
3,53385841,53386074
4,53360011,53360145
5,53347962,53348187
6,53347754,53347856
7,53345300,53345407
8,53341941,53342075
9,53340895,53340944
10,53339517,53339641
11,53331465,53331571
12,53331119,53331340
13,53327059,53327183
14,53326291,53326432
15,53323986,53325268

>CYP39A1_ENST00000275016.2,chr6:46517541-46620523
1,46620143,46620523
2,46609900,46610035
3,46607231,46607405
4,46605566,46605715
5,46604126,46604219
6,46598700,46598807
7,46593155,46593245
8,46563724,46563857
9,46555771,46555866
10,46554814,46554902
11,46521504,46521591
12,46517541,46518174

>RBMS1_ENST00000348849.3,chr2:161128662-161350305
1,161349800,161350305
2,161223727,161223902
3,161174680,161174738
4,161169667,161169758
5,161159841,161159998
6,161157162,161157241
7,161143480,161143595
8,161141506,161141555
9,161141286,161141379
10,161137825,161137875
11,161135059,161135169
12,161133814,161133894
13,161132141,161132225
14,161128662,161131275

>EHF_ENST00000257831.3,chr11:34642640-34682604
1,34642658,34642775
2,34664175,34664274
3,34667986,34668231
4,34670566,34670628
5,34673089,34673157
6,34673284,34673352
7,34678455,34678517
8,34680080,34680275
9,34680379,34682604

>FBXO38_ENST00000394370.3,chr5:147763498-147822399
1,147763565,147763602
2,147774277,147774467
3,147778562,147778695
4,147781545,147781708
5,147781911,147782076
6,147784248,147784385
7,147785820,147785957
8,147788687,147788780
9,147790198,147790328
10,147793699,147793869
11,147795491,147795633
12,147796557,147796767
13,147803561,147803680
14,147805085,147805264
15,147806776,147807285
16,147812987,147813087
17,147813198,147813300
18,147817895,147818061
19,147819210,147819355
20,147819987,147820090
21,147820687,147820800
22,147821532,147822399

>FHDC1_ENST00000511601.1,chr4:153857504-153900848
1,153857504,153857561
2,153864080,153864707
3,153874651,153874712
4,153875369,153875471
5,153881717,153881802
6,153881896,153881996
7,153883966,153884036
8,153884175,153884282
9,153886057,153886127
10,153889132,153889249
11,153893529,153893693
12,153895827,153900838

>GAB2_ENST00000361507.4,chr11:77926343-78129394
1,78128692,78128852
2,77991647,77991947
3,77961203,77961446
4,77937511,77938097
5,77936154,77936248
6,77934458,77934722
7,77933151,77933241
8,77932723,77932825
9,77931365,77931490
10,77926343,77930461

>ATP8B2_ENST00000368489.3,chr1:154298029-154323783
1,154300276,154300337
2,154300581,154300648
3,154302872,154302930
4,154303291,154303404
5,154303524,154303622
6,154303920,154303981
7,154304082,154304154
8,154304430,154304500
9,154305094,154305173
10,154306583,154306741
11,154306979,154307067
12,154309824,154310020
13,154313330,154313538
14,154314956,154314999
15,154315272,154315437
16,154315589,154315777
17,154315929,154316044
18,154316369,154316533
19,154316619,154316730
20,154316871,154316976
21,154317117,154317261
22,154317447,154317630
23,154317798,154318021
24,154318276,154318359
25,154318707,154318952
26,154319096,154319234
27,154320884,154321014
28,154321316,154323783

>PACS1_ENST00000320580.4,chr11:65837834-66012218
1,65837925,65838313
2,65960957,65961044
3,65977833,65977922
4,65978605,65978730
5,65983590,65983734
6,65983991,65984082
7,65984166,65984246
8,65987217,65987276
9,65988102,65988262
10,65988625,65988718
11,65994975,65995055
12,65998019,65998134
13,65998276,65998411
14,65999643,65999747
15,66000431,66000537
16,66001256,66001410
17,66001603,66001713
18,66002772,66002874
19,66003369,66003411
20,66006275,66006317
21,66006613,66006748
22,66008898,66009124
23,66010383,66010502
24,66010636,66012218

>PDE8B_ENST00000264917.5,chr5:76506274-76725632
1,76506706,76507089
2,76607819,76607878
3,76621364,76621554
4,76624823,76624882
5,76627227,76627284
6,76633052,76633140
7,76640678,76640756
8,76645244,76645384
9,76646890,76646978
10,76649171,76649231
11,76696073,76696115
12,76700545,76700622
13,76703206,76703282
14,76704718,76704882
15,76707501,76707546
16,76707925,76708060
17,76708936,76709134
18,76714054,76714271
19,76715592,76715712
20,76717646,76717813
21,76721592,76721721
22,76722270,76725632

>PRKAR2A_ENST00000265563.8,chr3:48782030-48885279
1,48884768,48885279
2,48845082,48845117
3,48831430,48831482
4,48827977,48828060
5,48820419,48820525
6,48810388,48810541
7,48802681,48802782
8,48802437,48802511
9,48793812,48793877
10,48789609,48789750
11,48784012,48789151

>PRKCE_ENST00000306156.3,chr2:45878484-46415129
1,45878913,45879587
2,46070139,46070202
3,46203568,46203727
4,46206115,46206149
5,46207435,46207520
6,46211690,46211819
7,46228543,46228685
8,46231681,46231777
9,46234601,46234800
10,46237483,46237656
11,46313347,46313501
12,46372232,46372370
13,46378180,46378368
14,46386745,46386891
15,46411874,46415129

>RRP15_ENST00000366932.3,chr1:218458629-218511325
1,218458629,218458797
2,218475636,218475901
3,218478370,218478467
4,218480773,218480974
5,218504290,218511325

>CUTA_ENST00000374500.5,chr6:33384219-33386094
1,33385864,33386094
2,33385258,33385472
3,33385028,33385087
4,33384874,33384919
5,33384697,33384746
6,33384219,33384553

>CLTCL1_ENST00000263200.10,chr22:19166986-19279239
1,19279123,19279237
2,19263146,19263353
3,19241482,19241750
4,19230298,19230459
5,19226798,19226911
6,19223219,19223392
7,19222032,19222229
8,19220945,19221145
9,19220689,19220841
10,19219999,19220121
11,19217361,19217498
12,19213742,19213906
13,19212976,19213156
14,19211414,19211577
15,19210207,19210332
16,19209474,19209616
17,19208900,19209134
18,19207394,19207516
19,19203621,19203766
20,19197836,19198019
21,19196432,19196624
22,19195664,19195821
23,19188840,19189004
24,19187245,19187352
25,19184000,19184167
26,19183777,19183926
27,19178816,19178947
28,19175493,19175603
29,19175070,19175240
30,19170903,19171124
31,19168244,19168319
32,19167712,19167751
33,19166986,19167482

>TPR_ENST00000367478.4,chr1:186280784-186344825
1,186344010,186344457
2,186342491,186342595
3,186340102,186340175
4,186337018,186337114
5,186332474,186332577
6,186331969,186332133
7,186331420,186331512
8,186330921,186331001
9,186330754,186330841
10,186329897,186330037
11,186329405,186329496
12,186328931,186329128
13,186327675,186327782
14,186326529,186326755
15,186325418,186325581
16,186324767,186324900
17,186324542,186324690
18,186322820,186322982
19,186321108,186321242
20,186320462,186320602
21,186319355,186319520
22,186316424,186316590
23,186315267,186315419
24,186314712,186314828
25,186313507,186313710
26,186313038,186313222
27,186312458,186312605
28,186310384,186310521
29,186310160,186310291
30,186308774,186308904
31,186307165,186307375
32,186306145,186306288
33,186305628,186305826
34,186304470,186304675
35,186304200,186304261
36,186303457,186303665
37,186302254,186302526
38,186301327,186301475
39,186300630,186300713
40,186296592,186296792
41,186295236,186295367
42,186294896,186294986
43,186292818,186293002
44,186291650,186291718
45,186291450,186291544
46,186289444,186289550
47,186287865,186287960
48,186287579,186287735
49,186286614,186286732
50,186283761,186283856
51,186280784,186283158

>CUX1_ENST00000292538.4,chr7:101458959-101927249
1,101459285,101459373
2,101559395,101559505
3,101671378,101671425
4,101713619,101713697
5,101740644,101740781
6,101747616,101747739
7,101754978,101755054
8,101758487,101758553
9,101801840,101801888
10,101813726,101813830
11,101821749,101821937
12,101833093,101833151
13,101837122,101837170
14,101838787,101838883
15,101916637,101916764
16,101917515,101917581
17,101918518,101918630
18,101921220,101921336
19,101923329,101923412
20,101924096,101924152
21,101925132,101925212
22,101926004,101926068
23,101926313,101927249

>KIAA1217_ENST00000307544.6,chr10:23983675-24836772
1,24738362,24738693
2,24762157,24762989
3,24784076,24784125
4,24790308,24790474
5,24802188,24802363
6,24809052,24809182
7,24810711,24810858
8,24813252,24813693
9,24816865,24817048
10,24820759,24820922
11,24821999,24822166
12,24825703,24825822
13,24831622,24831699
14,24833910,24834197

>AKAP13_ENST00000361243.2,chr15:85923802-86292586
1,85923960,85924029
2,86028941,86028984
3,86064659,86064806
4,86076815,86077111
5,86087003,86087186
6,86118362,86118560
7,86122161,86125338
8,86128933,86129054
9,86182605,86182680
10,86189049,86189185
11,86198648,86199018
12,86205619,86205684
13,86207794,86207986
14,86212953,86213061
15,86225389,86225443
16,86227972,86228104
17,86236508,86236682
18,86251250,86251317
19,86253810,86253876
20,86259019,86259154
21,86260521,86260633
22,86261238,86261390
